"","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood","district","property_type","room_type","accommodates","bedrooms","price","minimum_nights","maximum_nights","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable"
"6121",2012-04-18,"within an hour",0.9,1,"TRUE",2,"TRUE","TRUE","Williamsburg","Brooklyn","Entire loft","Entire place",3,1,173,30,365,98,10,10,10,10,10,9,"TRUE"
"6122",2020-01-02,"within a few hours",0.6,0.79,"TRUE",0,"TRUE","FALSE","East Flatbush","Brooklyn","Entire house","Entire place",2,1,75,30,31,97,10,10,10,10,10,10,"TRUE"
"6123",2019-07-03,"a few days or more",0,1,"FALSE",4,"TRUE","TRUE","Long Island City","Queens","Shared room in hostel","Shared room",1,1,20,30,30,100,10,10,10,10,10,10,"TRUE"
"6124",2017-06-06,"within an hour",0.88,0.95,"FALSE",13,"TRUE","TRUE","Ridgewood","Queens","Shared room in apartment","Shared room",2,1,18,30,365,100,10,10,10,10,10,10,"TRUE"
"6125",2015-10-30,"within a few hours",0.8,1,"FALSE",0,"TRUE","TRUE","Williamsburg","Brooklyn","Entire loft","Entire place",2,1,125,5,60,100,10,10,10,10,10,10,"TRUE"
"6126",2020-10-24,"within a day",0.68,1,"FALSE",1,"TRUE","FALSE","Upper West Side","Manhattan","Entire townhouse","Entire place",4,1,145,5,365,100,10,10,10,10,10,10,"TRUE"
"6127",2012-03-02,"a few days or more",0,1,"FALSE",1,"TRUE","TRUE","Chelsea","Manhattan","Entire loft","Entire place",3,1,300,30,60,100,10,10,10,10,10,10,"FALSE"
"6128",2015-02-22,"within a few hours",0.89,0.95,"TRUE",1,"TRUE","TRUE","Eltingville","Staten Island","Entire floor","Entire place",3,1,85,5,29,99,10,10,10,10,10,10,"FALSE"
"6129",2017-04-08,"within a day",0.5,0.9,"TRUE",6,"TRUE","TRUE","Flushing","Queens","Private room in house","Private room",2,1,52,31,90,96,10,10,10,10,10,10,"FALSE"
"6130",2017-05-10,"within a day",0.5,0.74,"TRUE",2,"TRUE","TRUE","East Elmhurst","Queens","Private room in house","Private room",2,1,64,30,30,98,10,10,10,10,10,10,"FALSE"
"6131",2014-03-22,"within a day",0.75,0.42,"TRUE",1,"TRUE","TRUE","Williamsburg","Brooklyn","Entire loft","Entire place",3,1,126,6,90,98,10,10,10,10,10,9,"FALSE"
"6132",2012-08-31,"within a day",0.75,0.3,"FALSE",2,"TRUE","FALSE","Bedford-Stuyvesant","Brooklyn","Entire townhouse","Entire place",4,1,125,30,30,95,10,10,10,10,10,10,"FALSE"
"6133",2019-02-23,"within a day",0.75,0.82,"FALSE",2,"TRUE","TRUE","Rosedale","Queens","Private room in house","Private room",1,1,60,30,31,96,10,10,10,10,10,10,"FALSE"
"6134",2012-04-23,"within a day",0.87,0.38,"FALSE",1,"TRUE","TRUE","Williamsburg","Brooklyn","Entire loft","Entire place",2,1,80,30,120,100,10,10,10,10,10,10,"FALSE"
"6135",2019-07-31,"a few days or more",0,0.3,"FALSE",2,"TRUE","FALSE","Far Rockaway","Queens","Private room in house","Private room",2,1,45,7,90,91,10,10,10,10,10,9,"FALSE"
"6136",2019-08-12,"within a few hours",0.8,0.48,"TRUE",1,"TRUE","TRUE","Flushing","Queens","Private room in condominium","Private room",2,1,72,7,25,100,10,10,10,10,10,10,"FALSE"
"6137",2019-10-17,"within an hour",0.76,0.68,"FALSE",3,"TRUE","TRUE","East Elmhurst","Queens","Private room in house","Private room",2,1,65,30,30,95,10,10,10,10,10,10,"FALSE"
"6138",2019-11-04,"a few days or more",0,0,"FALSE",1,"TRUE","TRUE","Crown Heights","Brooklyn","Private room in townhouse","Private room",2,1,65,30,180,100,10,10,10,10,10,10,"FALSE"
"6139",2020-01-16,"a few days or more",0.31,0.89,"FALSE",9,"TRUE","FALSE","Elmhurst","Queens","Private room in house","Private room",2,1,27,30,120,100,10,10,10,10,10,10,"FALSE"
"6140",2020-01-16,"a few days or more",0.31,0.89,"FALSE",9,"TRUE","FALSE","Elmhurst","Queens","Private room in house","Private room",2,1,27,30,120,100,10,10,10,10,10,10,"FALSE"
"6141",2012-09-10,"within a few hours",0.86,1,"FALSE",1,"TRUE","TRUE","Chelsea","Manhattan","Entire condominium","Entire place",5,1,250,14,90,100,10,10,10,10,10,10,"FALSE"
"6142",2017-02-21,"within a few hours",0.9,0.56,"TRUE",6,"TRUE","TRUE","St. George","Staten Island","Private room in house","Private room",2,1,40,30,900,100,10,10,10,10,10,10,"FALSE"
"6143",2020-06-09,"a few days or more",0.3,0.54,"FALSE",5,"TRUE","FALSE","Corona","Queens","Private room in serviced apartment","Private room",1,1,28,30,365,100,10,10,10,10,10,10,"FALSE"
"6144",2020-09-22,"a few days or more",0.6,0.44,"FALSE",0,"TRUE","TRUE","Williamsburg","Brooklyn","Entire loft","Entire place",2,1,198,30,365,100,10,10,10,10,10,10,"FALSE"
"6145",2020-11-19,"within a day",0.6,0.75,"FALSE",0,"TRUE","TRUE","Kips Bay","Manhattan","Entire condominium","Entire place",1,1,65,4,15,100,10,10,10,10,10,10,"FALSE"
"6146",2011-07-11,"within a day",0.67,0.74,"FALSE",2,"TRUE","TRUE","University Heights","Bronx","Private room in house","Private room",2,1,37,7,60,89,9,8,10,9,9,9,"FALSE"
"6147",2011-10-02,"within a day",0.9,0.82,"FALSE",1,"TRUE","TRUE","Midtown","Manhattan","Entire condominium","Entire place",2,1,125,10,180,94,10,9,10,10,10,9,"FALSE"
"6148",2011-06-22,"within a few hours",0.9,0.85,"TRUE",3,"TRUE","TRUE","Harlem","Manhattan","Private room in bed and breakfast","Private room",3,1,160,3,21,96,9,10,10,10,10,9,"FALSE"
"6149",2011-06-22,"within a few hours",0.9,0.85,"TRUE",3,"TRUE","TRUE","Harlem","Manhattan","Private room in bed and breakfast","Private room",4,1,180,3,21,98,10,10,10,10,9,10,"FALSE"
"6150",2013-01-25,"within an hour",0.8,0.87,"TRUE",1,"TRUE","TRUE","Greenpoint","Brooklyn","Entire loft","Entire place",4,1,60,4,150,97,10,9,10,10,10,10,"FALSE"
"6151",2013-01-25,"within a day",0.5,0.58,"FALSE",3,"TRUE","TRUE","Flatbush","Brooklyn","Private room in townhouse","Private room",1,1,28,3,21,93,10,9,9,9,9,9,"FALSE"
"6152",2011-11-03,"within a few hours",0.9,0.77,"FALSE",2,"TRUE","TRUE","Crown Heights","Brooklyn","Private room in townhouse","Private room",1,1,35,10,28,92,10,10,10,10,10,10,"FALSE"
"6153",2015-03-29,"a few days or more",0.33,0.54,"FALSE",0,"TRUE","TRUE","Upper East Side","Manhattan","Shared room in apartment","Shared room",2,1,100,3,30,95,10,10,10,10,10,10,"FALSE"
"6154",2014-12-21,"within a day",0.9,1,"TRUE",2,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Private room in house","Private room",2,1,50,3,1124,94,10,9,10,10,9,9,"FALSE"
"6155",2015-04-17,"within a day",0.71,0.82,"FALSE",1,"TRUE","TRUE","Crown Heights","Brooklyn","Entire townhouse","Entire place",4,1,85,3,29,92,10,9,10,9,9,9,"FALSE"
"6156",2016-04-04,"within an hour",0.95,0.73,"FALSE",13,"TRUE","TRUE","Flushing","Queens","Private room in house","Private room",3,1,45,5,365,86,9,9,9,9,8,9,"FALSE"
"6157",2016-04-04,"within an hour",0.95,0.73,"FALSE",13,"TRUE","TRUE","Flushing","Queens","Entire villa","Entire place",2,1,70,3,365,88,9,9,10,9,9,9,"FALSE"
"6158",2016-06-06,"within a day",0.56,0.13,"FALSE",4,"TRUE","TRUE","Little Italy","Manhattan","Entire place","Entire place",2,1,90,31,365,88,9,8,9,9,9,8,"FALSE"
"6159",2016-04-04,"within an hour",0.95,0.73,"FALSE",13,"TRUE","TRUE","Flushing","Queens","Private room in house","Private room",2,1,35,7,365,95,9,10,10,10,10,10,"FALSE"
"6160",2016-04-04,"within an hour",0.95,0.73,"FALSE",13,"TRUE","TRUE","Flushing","Queens","Private room in house","Private room",4,1,50,3,365,91,9,9,10,9,9,9,"FALSE"
"6161",2016-04-04,"within an hour",0.95,0.73,"FALSE",13,"TRUE","TRUE","Flushing","Queens","Private room in villa","Private room",4,1,50,3,365,88,9,9,9,9,9,9,"FALSE"
"6162",2016-04-04,"within an hour",0.95,0.73,"FALSE",13,"TRUE","TRUE","Flushing","Queens","Private room in house","Private room",3,1,45,3,365,87,9,9,9,9,9,9,"FALSE"
"6163",2016-04-04,"within an hour",0.95,0.73,"FALSE",13,"TRUE","TRUE","Flushing","Queens","Private room in house","Private room",2,1,35,14,365,89,9,9,9,9,9,9,"FALSE"
"6164",2016-04-04,"within an hour",0.95,0.73,"FALSE",13,"TRUE","TRUE","Flushing","Queens","Private room in guest suite","Private room",2,1,40,5,365,88,9,9,10,9,9,9,"FALSE"
"6165",2011-08-04,"within an hour",0.67,1,"TRUE",1,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Entire house","Entire place",2,1,119,5,365,98,10,10,10,10,9,10,"TRUE"
"6166",2012-07-18,"within a day",0.7,1,"TRUE",2,"TRUE","TRUE","Bushwick","Brooklyn","Private room in house","Private room",1,1,30,7,90,97,10,9,10,10,9,9,"TRUE"
"6167",2016-06-21,"within an hour",0.9,1,"FALSE",1,"TRUE","TRUE","Midtown","Manhattan","Entire loft","Entire place",5,1,64,4,30,82,9,9,9,9,9,8,"TRUE"
"6168",2011-11-22,"within a day",0.9,0.64,"TRUE",3,"TRUE","TRUE","Bushwick","Brooklyn","Private room in loft","Private room",2,1,75,3,31,96,10,10,10,10,10,10,"FALSE"
"6169",2011-11-22,"within a day",0.9,0.64,"TRUE",3,"TRUE","TRUE","Bushwick","Brooklyn","Private room in loft","Private room",3,1,75,3,31,98,10,9,10,10,10,10,"FALSE"
"6170",2017-03-27,"within an hour",0.86,0.82,"TRUE",1,"TRUE","TRUE","Middle Village","Queens","Entire house","Entire place",2,1,96,7,8,98,10,10,10,10,9,10,"TRUE"
"6171",2011-11-22,"within a day",0.9,0.64,"TRUE",3,"TRUE","TRUE","Bushwick","Brooklyn","Private room in loft","Private room",2,1,75,3,31,97,10,9,10,10,10,9,"FALSE"
"6172",2017-03-14,"within a few hours",0.95,0.99,"TRUE",50,"TRUE","TRUE","Murray Hill","Manhattan","Room in serviced apartment","Hotel room",3,1,110,60,90,80,6,10,10,10,10,6,"TRUE"
"6173",2015-10-02,"within a few hours",0.9,0.98,"FALSE",5,"TRUE","TRUE","Laurelton","Queens","Private room in house","Private room",1,1,38,10,31,90,9,9,10,10,10,9,"TRUE"
"6174",2012-08-05,"within a few hours",0.91,0.95,"FALSE",1,"TRUE","TRUE","Crown Heights","Brooklyn","Entire condominium","Entire place",2,1,50,3,60,96,10,10,10,10,9,10,"FALSE"
"6175",2012-06-02,"within an hour",0.88,0.83,"TRUE",0,"TRUE","TRUE","Hell's Kitchen","Manhattan","Private room in condominium","Private room",2,1,199,3,90,99,10,10,10,10,10,10,"FALSE"
"6176",2012-04-24,"within a few hours",0.8,0.5,"FALSE",3,"TRUE","TRUE","Williamsburg","Brooklyn","Private room in loft","Private room",2,1,95,5,90,96,10,9,10,10,10,10,"FALSE"
"6177",2013-08-06,"within an hour",0.9,0.96,"TRUE",4,"TRUE","TRUE","Hell's Kitchen","Manhattan","Entire condominium","Entire place",2,1,285,5,180,99,10,10,10,10,10,10,"FALSE"
"6178",2012-06-28,"within a day",0.6,0.58,"FALSE",1,"TRUE","TRUE","Greenpoint","Brooklyn","Entire loft","Entire place",3,1,129,5,40,97,10,10,10,10,9,9,"FALSE"
"6179",2018-08-27,"within an hour",0.8,0.94,"FALSE",5,"TRUE","TRUE","St. George","Staten Island","Shared room in apartment","Shared room",4,1,79,3,90,80,9,7,10,10,9,9,"FALSE"
"6180",2016-06-30,"within an hour",0.9,0.98,"TRUE",2,"TRUE","TRUE","East Elmhurst","Queens","Entire house","Entire place",2,1,50,3,30,93,10,10,10,10,10,10,"FALSE"
"6181",2013-08-06,"within an hour",0.9,0.96,"TRUE",4,"TRUE","TRUE","Hell's Kitchen","Manhattan","Entire condominium","Entire place",2,1,288,5,180,99,10,10,10,10,10,10,"FALSE"
"6182",2015-12-28,"within an hour",0.92,0.98,"FALSE",3,"TRUE","TRUE","Woodhaven","Queens","Entire house","Entire place",2,1,95,5,29,95,10,9,10,10,9,10,"FALSE"
"6183",2013-07-31,"within an hour",0.97,0.69,"FALSE",3,"TRUE","FALSE","Mott Haven","Bronx","Entire guest suite","Entire place",4,1,46,3,30,98,10,10,10,10,10,10,"FALSE"
"6184",2016-06-28,"within an hour",0.9,1,"TRUE",2,"TRUE","TRUE","Kew Gardens Hills","Queens","Private room in guest suite","Private room",2,1,57,3,30,100,10,10,10,10,10,10,"FALSE"
"6185",2015-11-12,"within a day",0.5,1,"FALSE",0,"TRUE","FALSE","Civic Center","Manhattan","Entire condominium","Entire place",2,1,300,4,10,100,10,10,10,10,10,10,"TRUE"
"6186",2014-07-31,"within a few hours",0.8,0.88,"FALSE",0,"TRUE","TRUE","Hell's Kitchen","Manhattan","Entire serviced apartment","Entire place",3,1,155,29,300,93,10,10,10,10,10,9,"FALSE"
"6187",2019-12-25,"within an hour",0.9,0.91,"TRUE",0,"TRUE","TRUE","Jackson Heights","Queens","Private room in house","Private room",2,1,50,4,28,100,10,10,10,10,9,10,"FALSE"
"6188",2019-12-25,"within an hour",0.9,0.91,"TRUE",0,"TRUE","TRUE","Jackson Heights","Queens","Private room in house","Private room",2,1,50,4,28,100,10,10,10,10,10,10,"FALSE"
"6189",2019-12-25,"within an hour",0.9,0.91,"TRUE",0,"TRUE","TRUE","Jackson Heights","Queens","Private room in house","Private room",2,1,50,4,28,100,10,10,10,10,10,10,"FALSE"
"6190",2015-04-12,"a few days or more",0.33,0.4,"FALSE",1,"TRUE","TRUE","Long Island City","Queens","Private room in house","Private room",1,1,60,62,121,100,8,10,10,10,10,10,"FALSE"
"6191",2017-12-17,"within an hour",0.94,0.88,"TRUE",0,"TRUE","TRUE","Flushing","Queens","Private room in house","Private room",2,1,45,3,21,97,10,10,10,10,9,10,"FALSE"
"6192",2017-12-17,"within an hour",0.94,0.88,"TRUE",0,"TRUE","TRUE","Flushing","Queens","Private room in house","Private room",2,1,60,3,21,92,9,10,9,8,8,8,"FALSE"
"6193",2017-12-17,"within an hour",0.94,0.88,"TRUE",0,"TRUE","TRUE","Flushing","Queens","Private room in house","Private room",2,1,50,3,21,97,10,10,10,10,10,10,"FALSE"
"6194",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Lower East Side","Manhattan","Room in boutique hotel","Private room",2,1,78,15,180,100,10,10,10,10,10,10,"FALSE"
"6195",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Little Italy","Manhattan","Room in aparthotel","Entire place",2,1,100,3,29,100,9,10,10,10,10,10,"TRUE"
"6196",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Chinatown","Manhattan","Room in aparthotel","Entire place",2,1,75,8,120,100,10,10,10,6,10,10,"FALSE"
"6197",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Nolita","Manhattan","Room in aparthotel","Entire place",2,1,110,3,29,100,10,10,10,10,10,10,"TRUE"
"6198",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Chinatown","Manhattan","Room in aparthotel","Entire place",2,1,100,4,29,96,10,10,10,9,10,10,"TRUE"
"6199",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Lower East Side","Manhattan","Room in aparthotel","Entire place",2,1,110,5,29,94,10,9,10,9,10,10,"TRUE"
"6200",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Little Italy","Manhattan","Room in boutique hotel","Private room",2,1,80,15,180,100,9,9,10,10,10,9,"FALSE"
"6201",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Chinatown","Manhattan","Room in aparthotel","Entire place",2,1,110,3,29,98,10,10,10,10,10,10,"TRUE"
"6202",2016-04-04,"within an hour",0.95,0.73,"FALSE",13,"TRUE","TRUE","Flushing","Queens","Entire house","Entire place",4,1,120,3,365,20,2,2,2,2,2,2,"FALSE"
"6203",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Lower East Side","Manhattan","Room in aparthotel","Entire place",2,1,130,3,29,97,10,9,9,9,10,9,"TRUE"
"6204",2019-04-23,"within an hour",0.95,0.97,"FALSE",1,"TRUE","TRUE","Williamsburg","Brooklyn","Entire loft","Entire place",3,1,175,3,120,98,10,10,10,10,10,10,"TRUE"
"6205",2020-08-29,"within a few hours",0.82,0.65,"FALSE",0,"TRUE","TRUE","Upper West Side","Manhattan","Shared room in apartment","Shared room",1,1,37,3,30,100,10,10,10,10,10,10,"FALSE"
"6206",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Lower East Side","Manhattan","Room in aparthotel","Entire place",2,1,85,15,180,100,10,10,10,10,10,10,"FALSE"
"6207",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Lower East Side","Manhattan","Room in aparthotel","Entire place",2,1,110,3,28,97,10,10,10,10,10,9,"TRUE"
"6208",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Nolita","Manhattan","Room in aparthotel","Entire place",2,1,120,3,28,100,10,10,10,10,10,10,"TRUE"
"6209",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Lower East Side","Manhattan","Room in aparthotel","Entire place",2,1,135,3,29,97,10,10,10,10,10,10,"TRUE"
"6210",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Nolita","Manhattan","Room in aparthotel","Entire place",2,1,100,3,29,96,10,10,9,9,10,9,"TRUE"
"6211",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Little Italy","Manhattan","Room in aparthotel","Entire place",2,1,90,5,29,90,10,10,10,10,10,7,"TRUE"
"6212",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Lower East Side","Manhattan","Room in aparthotel","Entire place",2,1,135,3,29,100,10,10,10,10,10,9,"TRUE"
"6213",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Lower East Side","Manhattan","Room in aparthotel","Entire place",2,1,100,3,29,100,10,10,10,10,10,10,"TRUE"
"6214",2015-09-26,"within a few hours",0.8,0.78,"FALSE",0,"TRUE","TRUE","Hell's Kitchen","Manhattan","Entire condominium","Entire place",4,1,195,3,365,100,10,10,10,10,10,10,"FALSE"
"6215",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Nolita","Manhattan","Room in aparthotel","Entire place",2,1,135,3,29,93,10,10,10,9,10,9,"TRUE"
"6216",2015-12-16,"within an hour",0.94,0.96,"TRUE",38,"TRUE","TRUE","Little Italy","Manhattan","Room in aparthotel","Entire place",2,1,110,3,29,100,10,10,10,10,10,10,"TRUE"
"6217",2015-06-25,"within a day",0.67,1,"TRUE",2,"TRUE","TRUE","Astoria","Queens","Private room in house","Private room",2,1,40,7,60,100,10,10,6,10,10,10,"TRUE"
"6218",2010-08-17,"within a few hours",0.9,0.33,"FALSE",5,"TRUE","TRUE","Middle Village","Queens","Entire guesthouse","Entire place",4,1,107,30,365,87,9,9,9,10,9,9,"FALSE"
"6219",2010-11-29,"a few days or more",0.08,0.89,"FALSE",5,"TRUE","TRUE","Tompkinsville","Staten Island","Private room in house","Private room",2,1,30,30,365,89,9,9,10,10,9,9,"FALSE"
"6220",2010-11-29,"a few days or more",0.08,0.89,"FALSE",5,"TRUE","TRUE","Tompkinsville","Staten Island","Private room in house","Private room",2,1,30,30,365,87,9,9,10,10,9,9,"FALSE"
"6221",2010-11-29,"a few days or more",0.08,0.89,"FALSE",5,"TRUE","TRUE","Tompkinsville","Staten Island","Private room in house","Private room",2,1,30,30,365,88,9,9,10,10,9,9,"FALSE"
"6222",2011-07-11,"within a day",0.5,0.36,"FALSE",1,"TRUE","TRUE","Williamsburg","Brooklyn","Entire loft","Entire place",4,1,85,30,365,93,10,9,10,10,9,10,"FALSE"
"6223",2011-09-10,"a few days or more",0,0,"FALSE",1,"TRUE","TRUE","Harlem","Manhattan","Private room in townhouse","Private room",1,1,100,30,30,95,10,9,10,10,9,9,"FALSE"
"6224",2011-10-19,"within a few hours",0.9,0.75,"FALSE",2,"TRUE","TRUE","Williamsburg","Brooklyn","Entire loft","Entire place",2,1,180,30,360,99,10,9,10,10,10,9,"FALSE"
"6225",2011-11-03,"within a few hours",0.9,0.77,"FALSE",2,"TRUE","TRUE","Prospect-Lefferts Gardens","Brooklyn","Private room in townhouse","Private room",1,1,25,30,60,93,9,9,10,9,9,9,"FALSE"
"6226",2013-06-20,"a few days or more",0,0,"FALSE",0,"TRUE","TRUE","Upper West Side","Manhattan","Entire condominium","Entire place",2,1,200,30,90,100,10,10,9,10,10,10,"FALSE"
"6227",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,99,30,365,98,10,10,10,10,9,9,"TRUE"
"6228",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,109,30,180,100,10,10,10,10,9,9,"TRUE"
"6229",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,89,30,365,92,9,10,10,9,9,8,"TRUE"
"6230",2013-10-13,"within an hour",0.9,1,"TRUE",1,"TRUE","TRUE","Upper West Side","Manhattan","Entire townhouse","Entire place",2,1,180,30,120,95,10,10,10,10,10,10,"TRUE"
"6231",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,109,30,365,91,10,10,9,9,8,8,"TRUE"
"6232",2013-12-17,"a few days or more",0,0.57,"FALSE",4,"TRUE","TRUE","Greenpoint","Brooklyn","Private room in loft","Private room",1,1,56,30,120,99,9,10,10,10,10,10,"FALSE"
"6233",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,89,30,365,100,10,10,10,10,10,10,"TRUE"
"6234",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,149,30,120,93,10,9,10,10,10,10,"TRUE"
"6235",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,149,30,365,90,10,10,10,10,10,10,"TRUE"
"6236",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,99,30,180,100,10,10,10,10,10,10,"TRUE"
"6237",2014-01-14,"a few days or more",0,1,"FALSE",1,"TRUE","TRUE","Harlem","Manhattan","Entire house","Entire place",4,1,101,30,90,94,10,9,10,10,9,9,"FALSE"
"6238",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,99,30,365,90,10,10,10,10,6,8,"TRUE"
"6239",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,99,30,180,90,9,9,8,9,9,8,"TRUE"
"6240",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,159,30,180,98,10,10,10,10,10,10,"TRUE"
"6241",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",5,1,119,30,180,94,10,10,9,9,10,9,"TRUE"
"6242",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,99,30,180,97,10,10,10,9,10,9,"TRUE"
"6243",2014-06-02,"a few days or more",0,1,"FALSE",3,"TRUE","TRUE","Williamsburg","Brooklyn","Private room in loft","Private room",1,1,55,30,365,90,10,7,10,9,8,8,"TRUE"
"6244",2014-09-09,"within a few hours",0.88,0.88,"TRUE",1,"TRUE","TRUE","Vinegar Hill","Brooklyn","Entire condominium","Entire place",3,1,257,30,60,98,10,10,10,10,10,9,"FALSE"
"6245",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,89,30,180,90,9,10,10,10,9,9,"TRUE"
"6246",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,149,30,180,90,10,10,10,10,9,10,"TRUE"
"6247",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,149,30,365,87,9,10,10,9,8,8,"TRUE"
"6248",2013-07-15,"within an hour",0.95,1,"FALSE",52,"TRUE","TRUE","Greenpoint","Brooklyn","Entire serviced apartment","Entire place",4,1,159,30,365,100,10,10,10,10,10,9,"TRUE"
"6249",2011-11-03,"within a few hours",0.9,0.77,"FALSE",2,"TRUE","TRUE","Prospect-Lefferts Gardens","Brooklyn","Private room in guest suite","Private room",4,1,40,30,90,95,9,9,10,10,9,9,"FALSE"
"6250",2015-10-02,"within a few hours",0.9,0.98,"FALSE",5,"TRUE","TRUE","Laurelton","Queens","Private room in house","Private room",1,1,30,30,31,86,9,9,9,10,9,9,"TRUE"
"6251",2013-02-11,"a few days or more",0.33,0.33,"FALSE",4,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Private room in loft","Private room",2,1,45,30,30,100,10,10,10,10,10,10,"FALSE"
"6252",2013-12-17,"a few days or more",0,0.57,"FALSE",4,"TRUE","TRUE","Greenpoint","Brooklyn","Private room in loft","Private room",1,1,46,30,180,100,10,10,10,10,10,10,"FALSE"
"6253",2013-12-17,"a few days or more",0,0.57,"FALSE",4,"TRUE","TRUE","Greenpoint","Brooklyn","Private room in loft","Private room",1,1,51,30,180,100,10,10,10,10,10,10,"FALSE"
"6254",2015-01-09,"within a few hours",0.89,1,"TRUE",2,"FALSE","TRUE","Astoria","Queens","Private room in townhouse","Private room",1,1,32,30,60,92,10,10,10,10,10,10,"FALSE"
"6255",2013-02-11,"a few days or more",0.33,0.33,"FALSE",4,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Private room in loft","Private room",1,1,45,30,60,95,10,9,10,10,10,10,"FALSE"
"6256",2016-12-13,"within a day",0.8,0.68,"FALSE",1,"TRUE","FALSE","Bedford-Stuyvesant","Brooklyn","Entire house","Entire place",5,1,83,30,95,98,10,10,10,10,9,10,"FALSE"
"6257",2014-05-09,"within a few hours",0.8,0.91,"FALSE",2,"TRUE","FALSE","East Flatbush","Brooklyn","Private room in townhouse","Private room",1,1,35,30,400,97,10,10,10,10,9,9,"FALSE"
"6258",2012-01-10,"within a few hours",0.9,0.76,"TRUE",3,"TRUE","TRUE","Park Slope","Brooklyn","Entire guest suite","Entire place",4,1,129,30,180,98,10,10,10,10,10,10,"FALSE"
